@title,中文(简体)
#04765,商店代码
#04766,接收存档数据
#04767,支援专用\n请输入咨询代码
#04768,咨询代码
#04769,推荐应用信息
#04770,前往标题画面
#04771,向朋友介绍此款游戏
#04772,0P无法登录。
#04773,无法登录<0>。
#04774,将更新游戏版本
#04775,认证失败。请设定购买时的账号并确认信号状态。
#04776,请设定购买时的账号并确认信号状态。
#04777,横向画面模式
#04778,可在正式版中使用！！
#04779,由于系统缘故，无法使用 <0>
#04780,请输入<0>
#04781,游戏启动中
#04782,读取失败
#04783,开始游戏
#04784,存档栏
#04785,从中断处继续游戏
#04786,读取存档数据
#04787,没有中断数据
#04788,空置栏位
#04789,<0>年
#04790,<0>月 <1>周
#04791,由于系统缘故，无法使用 / | < > \
#04792,请选择数据
#04793,没有存档数据
#04794,关于本游戏
#04795,最高通关点数
#04796,没有记录
#04797,无
#04798,正式版
#04799,纪录可在<br>正式版中使用！！
#04800,感谢您的游玩。<br>精简版至此结束。
#04801,在此之后可跳转至正式版的网站。
#04802,期待与您再次相会。
#04803,<0>最新版<br>已发售
#04804,=#02552
#04805,=#02553
#04806,系统
#04807,=#02555
#04808,更改设定
#04809,游戏说明
#04810,纪录
#04811,结束游戏
#04812,继续游戏
#04813,新游戏
#04814,=#02431
#04815,信息
#04816,道具
#04817,返回标题
#04818,小计 <0>点
#04819,合计 <0>点 ！！
#04820,<0>个
#04821,<0>种
#04822,<0>人
#04823,保存游戏中
#04824,对话框
#04825,=#00655
#04826,设定
#04827,画面
#04828,速度
#04829,背景音乐
#04830,效果音
#04831,画面旋转
#04832,画质优先
#04833,速度优先
#04834,高速
#04835,普通
#04836,自动
#04837,固定
#04838,设为速度优先后将会删除
#04839,部分特效和显示
#04840,更改游戏进程速度。
#04841,游戏通关后可以进行更改。
#04842,设定画面是否要
#04843,按终端朝向进行旋转。
#04844,设定游戏中的
#04845,音量
#04846,前往开罗公园
#04847,©Kairosoft
#04848,通关点数
#04849,通关点数的计算
#04850,=#02567
#04851,维护费/月
#04852,基本
#04853,奖励
#04854,合计
#04855,奖励
#04856,男性
#04857,女性
#04858,<0>月
#04859,维护费
#04860,<0>/月
#04861,未设定
#04862,价格
#04863,库存
#04864,持有数
#04865,完成
#04866,进行中
#04867,完成 <0>个
#04868,<0>　<1>月刊
#04869,道具一览
#04870,持有
#04871,道具一览
#04872,使用次数
#04873,<0> 次
#04874,“<0>”
#04875,概要
#04876,期间
#04877,费用
#04878,名称
#04879,排名
#04880,设施一览
#04881,全部
#04882,全部设施
#04883,一览
#04884,将覆盖<br>当前的存档数据
#04885,将删除<br>当前的存档数据
#04886,保存完毕
#04887,滑动画面选择建造场所。按住建筑物进行移动可以进行细微的调整。
#04888,已设定
#04889,现金不足
#04890,获得了临时收入 <co=000080><0></co>。
#04891,开始追踪人物。<br>之后再次点击该人物可以查看详细信息。
#04892,正在建造<0>。
#04893,拆除“<0>”
#04894,要拆除到哪里？
#04895,要从哪里开始铺设<0>？
#04896,要铺设到哪里？
#04897,春
#04898,夏
#04899,秋
#04900,冬
#04901,“<co=008000><0></co>”已完成
#04902,支付了<0> 维护费。
#04903,开罗新闻
#04904,跳转至开罗公园
#04905,跳转至游戏介绍页面
#04906,结束游戏
#04907,连接至开罗公园
#04908,连接至游戏介绍页面
#04909,前往网站
#04910,结束游戏
#04911,最新游戏的信息
#04912,可在开罗公园查看
#04913,货币单位
#04914,日元
#04915,美元
#04916,可以变更金钱的显示单位
#04917,汇率为\\100 = $1
#04918,前往开罗公园请点这里
#04919,认证中
#04920,请输入名称
#04921,长度在<0>个全角字符内
#04922,<0>年<1>月<2>周
#04923,读取失败
#04924,读取失败。
#04925,请通过许可并确认信号状态。
#04926,请通过许可<br>并确认信号状态。
#04927,认证失败。
#04928,服务器发生错误。
#04929,数据发生错误。<br>请重新安装游戏。
#04930,启动失败。请重新启动游戏。
#04931,游戏启动失败。
#04932,中断数据<0>
#04933,存档数据<0>
#04934,发送所有数据
#04935,显示错误内容
#04936,发送所有数据
#04937,发送中断数据<0>
#04938,发送存档数据<0>
#04939,发送完毕。<br>非常感谢您的配合。<br>今后也请您多多支持开罗公园。
#04940,发生错误。<br>要重试吗？
#04941,存档数据的发送
#04942,请选择要发送的内容
#04943,正在发送数据
#04944,请勿关闭电源。
#04945,错误
#04946,精简版
#04947,发生错误。
#04948,=#02549
#04949,请将游戏设定画面中“游戏权限”全部设为开启后再次启动游戏。
#04950,=#03191
#04951,权限：请允许访问存储空间后重新启动游戏。<br>※保存游戏时需求。
#04952,无法启动。
#04953,请缩短内容
#04954,使用Tapjoy的功能前，\n请先解除广告追踪限制，并重新启动游戏。\n设置应用程序 > 个人隐私 > 广告 > 广告跟踪限制
#04955,正在加载广告
#04956,之后会播放广告视频哦
#04957,=#04116
#04958,金币优惠活动\n开始了！
#04959,=#04103
#04960,=#04104
#04961,最终更新[<0>]<br>发现了绑定开罗账号的数据。<br>是否通过此数据进行修复？
#04962,寻找开罗乐园的<br>好友
#04963,点击＋键后可进入光标模式。<br>通过左侧手柄的模拟摇杆<br>与方向键来移动光标，<br>并按下Y、A键，会出现和点击相同的效果哦。<br>再次点击　＋键便可复原。
#04964,请重新启动游戏。
#04965,试玩版
#04966,感谢您体验游戏。<br>试玩版至此结束。
#04967,=#02549
#04968,=#02550
#04969,=#02551
#04970,=#02554
#04971,=#02556
#04972,地图
#04973,普通
#04974,出发
#04975,帮助
#04976,=#02557
#04977,=#02558
#04978,=#02559
#04979,人气
#04980,开始
#04981,编辑
#04982,契合度
#04983,=#02563
#04984,称号
#04985,报告书
#04986,输出
#04987,提示
#04988,顺序
#04989,捕捉
#04990,初始化
#04991,撤退
#04992,标准
#04993,解除
#04994,销售
#04995,=#02562
#04996,详情
#04997,辞典
#04998,反转
#04999,=#02566
#05000,=#02560
#05001,说明
#05002,自动
#05003,=#02565
#05004,=#02564
#05005,省略
#05006,地图
#05007,属性
#05008,部队
#05009,弃权
#05010,作战
#05011,分类
#05012,诊断
#05013,保存
#05014,菜单
#05015,补充
#05016,=#04826
#05017,继续
#05018,返回
#05019,结算
#05020,合成
#05021,同伴
#05022,=#02570
#05023,最大
#05024,奖励
#05025,前往船上
#05026,监狱
#05027,职业
#05028,=#02561
#05029,获得！！
#05030,推荐
#05031,=#02568
#05032,行动
#05033,仓库
#05034,效果
#05035,同意
#05036,条款
#05037,洗切
#05038,停止
#05039,=#02569
#05040,投入
#05041,=#00051
#05042,解雇
#05043,=#02519
#05044,阿南
#05045,=#01402
#05046,购买
#05047,出售
#05048,升级
#05049,变焦
#05050,=#04815
#05051,=#02547
#05052,仅限今日 24种职业S级登场中!
#05053,▼王都创世物语<br>　这是要一款建设发展自己王国的模拟游戏。召集强大可靠的同伴，一起重建和平王都吧。<br><br>还可以和全国玩家比赛，目标是称霸世界排行！
#05054,▼游戏流程<br>　首先建设一个据点市政厅吧。准备好资源仓库和住宅，召集伙伴。一边培育同伴，一边扫荡王国周围的神秘阴云吧。为了不被突然来袭的怪物攻击，强化避难设施，扩充丰富商店，让自己的王国兴旺发展蒸蒸日上吧。
#05055,▼每日流程<br>　早晨居民们会倾向于使用自家的设施，午后则比较喜欢外出。<br>　中午，活力充沛的居民们会以通常的速度展开行动。当体力耗尽时，他们的行动速度便会减慢。夜晚他们便会进入睡眠。然而，怪物们的行动则通常较为活跃。满月是怪物们最可能发动进攻的日子，还请多多注意。
#05056,▼关于资源<br>　对于发展都市，资源是不可或缺的。有时调查一下草木周边，说不定会有什么新发现。植物越多的地方新发现就会越多。田地也可以带来一些收获，积极设置吧。
#05057,▼关于同伴<br>　为了维护和平，强大可靠的同伴是非常重要的。收集武器和防具，装备给你的同伴们吧。对于一个王国的建设来说，各种各样的职业和分野的发展是十分重要的，所以积极召集并培养同伴吧。他们会在有限的生命中认真工作。
#05058,▼关于属性<br>生命　…耗尽后便无法行动<br>魔力　…可以使用技能<br>活力…耗尽后动作会变缓慢<br>攻击　…能给敌人造成的伤害<br>防御　…能抵抗敌人攻击<br>速度　…影响攻击频度<br>运气　…影响打出暴击的几率<br>在战斗中，装备和技能至关重要。<br>使用道具<br>调整装备吧。
#05059,▼关于寿命<br>头脑…可灵活使用工坊<br>灵巧…更精于工事<br>采集…擅长采集自然物<br>移动…一次能够搬运的物品量<br>幸运…扫荡阴云时的气魄<br><br>寿命…如果在无法行动期间没能及时得到救助的话就会扣掉1点。全部耗尽后将会从城市里永远消失。
#05060,▼关于职业<br>・擅长战斗的职业<br>・能在市里开店的职业<br>・能够解析研究宝物的职业<br>・擅长搬运货物的职业<br>・擅长回复的职业<br><br>有各种各样的丰富职业<br>可按自己喜好，收集各种个性同伴，建造只属于自己的王国吧。
#05061,▼关于觉醒<br>　同伴们的等级到一定程度后便会抵达上限。为了突破上限，便需要觉醒。<br>　为了觉醒，需要在“培养”中赋予同职种的权利。达到一定数值后便可觉醒突破等级上限。
#05062,▼关于技能<br>　一些技能可以让居民擅长不同领域，一些则属于职业与生俱来的自带技能。<br>　同样也有很多能在战斗中给己方带来优势的技能。<br>　还有一些技能可以让人使用原本无法装备的武具或能力。<br>但不是所有职业都可以装备魔法。
#05063,▼扩大区域<br>　派遣同伴去阴云附近可以扫荡阴云，阴云被扫荡后便可扩大区域，积极指派同伴吧。<br>　在新的区域说不定能发现珍奇宝物。<br>　当然，阴云中也可能会出现敌人，不要怕，打败它们吧。根据职业和距离的不同，派遣费用也不一样。
#05064,▼制霸洞窟<br>　满月时偶尔会出现洞窟。消费能量，便可前往讨伐。<br><br>　在洞窟里可以找到贵重的宝箱等物品，所以一旦出现，还请积极前往讨伐吧！<br>　洞窟附近也将会涌出大量敌人，因此同时也是升级的好机会。
#05065,▼收集宝箱<br>　被派遣的同伴可以在自然物附近找到埋藏的宝物。很多物品可以用在建筑研究或是设施升级中，一定要多多收集哦。<br><br>　收集到的宝物可以经由市民解析成资源。
#05066,▼收集道具<br>　可以通过打倒敌人获取经验值，或者是使用道具来培养同伴使其升级。<br><br>　一部分设施的升级也需要道具，所以积极收集不同种类的道具吧。<br>　为了不被入侵的敌人抢走道具，切记巩固你的防壁。
#05067,▼收集装备<br>　解放新的区域后，一定几率可以从稀有的宝箱中找到装备。都市里有商店后便可以制作新的商品，获得铜币后便可购买装备。购买自己心仪的商品吧。也可以从每日战斗点数和特别的设施排行中获得装备。
#05068,▼收集蛋<br>　虽然很罕见，但有时也许能在市外遇到闪闪发光的怪物，打倒它后有一定几率获得神奇的蛋。<br>　把蛋放置在可孵育的设施中，便可孵化出怪物，孵化出的怪物将会成为我方同伴。<br>不同种类设施可孵化出<br>・被袭击时发挥作用的防御专攻<br>・讨伐时会追随家主<br>以上两种不同的行动模式。
#05069,▼给蛋投入道具<br>　孵化过程中给蛋投入道具的话，说不定会诞生出不同种类的怪物。提升怪物蛋的4种数值，获取强大的怪物同伴吧。
#05070,▼建造不同城市<br>　随着冒险的进行，可以建造新的市政厅，建立多个城市。城市增加后，可以去开拓更远的区域，也可以增加更多居民，全面发展自己的王国。<br>　城市之间可以互相流通资源促进共同发展。
#05071,▼吸引游客<br>　扩大区域后，便可复兴港湾，吸引外地的观光游览船。这是获取铜币的重要途径。<br>　在港口设置招牌的话，游客便会来访市里。为了做好引导路线，记得合理设置招牌。市里如果没有商店的话，游客便会失望而归。为了让他们不虚此行，多多开设商店吧。
#05072,▼关于商店 1<br>　将土地分给同伴后，不同职业的人会开设不同种类的商店。也可以开设面向游客的商店。提升工坊等级的话，说不定还可以发现新的商品哦。<br>　在有招牌的城市多多开设商店吧。
#05073,▼关于商店 2<br>　除了游客以外，以战斗任务为主的同伴停留在市区时，也会活用各类商店。<br>不仅能收获铜币，他们所装备的武器和防具也能从商店中获得经验值。<br>　根据售卖的商品的等级，所能获取的经验值也会不同。
#05074,▼关于土地面积<br>　土地面积将决定其上方可设置的设施上限。且不同类型的住所也会影响可设置物品的上限。<br><br>　比如床、书架、怪物小屋等，能够设置的设施是有限的，尽量将住所安排在面积较大的土地吧。
#05075,▼关于荒地<br>　派遣的居民如果长期持续挖掘，周围便会受其影响变为荒地，这种情况下将会很难再找到宝物或资源。<br>　为了修复荒地，需要在其周围设置特别的设施，设施完毕后居民们便会定期前往修复荒地，使其恢复健康自然状态。积极寻找修复荒地的设施吧。
#05076,▼关于讨伐<br>　敌人首领会偶尔突然出现在区域中央，前往击退它吧。为了打倒首领需要发动特别的战斗。届时国王也必将亲自参战。<br>　而住宿中的冒险家、好友、还有住在市内的怪物都会自动加入我方一起战斗。好好思考如何安排参战成员，一起攻略首领吧。
#05077,▼能够扩大领土的设施<br>　在所有设施当中，有一些可以为王国扩大领土。在远离市政厅的位置建设指定设施，尽可能积极地扩大领土吧。城市的等级提升后，在特定时机下领土也可能会自动扩大。积极活用新的领土，展开新的冒险吧。
#05078,▼关于水域<br>　有一部分宝箱或首领会被包围在水域中。请放心，只需派遣居民前往水域附近，他们便会搭建简易的渡桥。获得桥后，就可以在喜欢的地方自由搭建桥了。
#05079,▼关于国王<br>　城市等级上升时，国王的等级也会同步进化。<br>　只要努力提升城市等级，国王也自会越来越强大。<br><br>　也许你认为国王会渐渐远离战场，但其实他会在意想不到的时候突然进化变得更为强大，放手去培养他吧。
#05080,▼关于好友<br>　和其他玩家成为好友后<br>・头领/洞窟讨伐战<br>・期间限定的讨伐活动<br>・在上述活动中可以为我方协力。<br>设置好友床铺后，好友便会留下，还会帮助进行派遣或农业等工作。
#05081,▼关于旅馆的冒险家<br>　招揽观光船后，偶尔也会有冒险家来访。如果市里有旅馆的话，他们便会入住。冒险家们会在首领讨伐战中出一分力。<br><br>　提高港口的等级，冒险家们的能力也会随之上升。
#05082,▼关于全体型道具<br>　与培养和升级时所需的道具不同，全体型道具是指可以给全体居民使用的道具。比如一次回复全体成员的生命，或者一次给与全体成员经验值，恢复全资源等，拥有各种各样的效果。如果手里有的话，就看准时机积极使用吧。
#05083,▼关于研究<br>　为了获取新的设施、武器或道具，研究是非常有必要的。如果有可以研究的职业，或是拥有具备研究技能的同伴，给他安排住宿或相应设施后便可开始研究。<br><br>　有充足的资源时便积极进行研究吧。如果收集到特定的道具和铜币后，说不定可以发现新的研究内容。
#05084,▼关于敌人的袭击<br>　满月之夜，周边可能会有敌人来袭。先让居民们恢复好体力，然后再前往击退敌人吧。<br>　敌人会按自己的喜好顺序对市里的设施进行攻击。为了保卫好仓库和能量设施等重要的据点，切记一定要把它们设置在尽量远离容易受攻击的位置。
#05085,▼关于结婚生子<br>　住在同一房间的男女亲密度会随着时间而增高。如果市里有教堂的话，就可以使年轻男女喜结连理。<br>当拥有三座城市后，夫妇之间便可孕育新的生命。<br>　孩子说不定会结合父母双方的职业从而产生新的职业。父母的契合度也会影响孩子所能够继承的能力值。
#05086,▼收集收藏品<br>　城市里有小孩后，拥有银币的特别客人便会来访。建造动物园、博物馆等，举办特别展会，就能入手银币。只要发现特别职业后，就可建造展示室了。积极在各处寻找可以展示的物品，赚取更多银币吧。
#05087,▼与全国玩家比赛<br>　每升5级，便会发布一次高分排行榜，除此之外还有角色之间的地下竞技场，在竞技中取胜获得优胜点数参与全国排行等。一边增加好友，一边走向称霸全国之路吧。
#05088,▼其他<br>　想要重新开始游戏的话，需要先卸载游戏，或是删除本地保存的存档。<br>※卸载后所有存档将被全部删除。<br><br>　如果遇到游戏内部道具购买问题或网络连接问题等，请参考FAQ并联系客服邮箱。
#05089,(关于这个游戏)
#05090,是否下载'save.bin'？
#05091,王都创世物语
#05092,截止日
#05093,消费<0> 实行
#05094,纪录
#05095,=#02459
#05096,=#02462
#05097,开启
#05098,关闭
#05099,等级<0>
#05100,等级<0>
#05101,等级<0>/<1>
#05102,魔力 <0>
#05103,等级
#05104,获得
#05105,<0>分
#05106,经验值
#05107,提升<0>！
#05108,=#00642
#05109,Press <btn=10> Button to enter Cursor Mode.<br>Move the cursor with <btn=16,1>/<btn=4,0> and press<br> <btn=3>/<btn=0> as an alternative to tapping the touch screen.<br>Press the <btn=10> Button again to exit this mode.
#05110,Preparing system...
#05111,Save data is corrupted. <br>Try to restore it?
#05112,Restore failed.
#05113,Delete the corrupted data and<br>start a new game?
#05114,Please close the g
